ayahW2W,ayahDV
وَمَا يَسْتَوِي الْأَحْيَاءُ = އަދި ދިރިހުރި މީހުންވިޔަސް ހަމަހަވެގެން ނުވެއެވެ. وَلَا الْأَمْوَاتُ = އަދި މަރުވެފައިވާ މީހުންވިޔަސް. إِنَّ اللَّهَ يُسْمِعُ مَن يَشَاءُ = އަދި ﷲ އެކަލާނގެ އިރާދަކުރެއްވި ފަރާތަކަށް އިއްވަވައެވެ. وَمَا أَنتَ بِمُسْمِعٍ = (އޭ رسول الله އެވެ!) އަދި ކަލޭގެފާނު އިއްވެވޭނެ ބޭކަލަކުކަމުގައި ނުވެއެވެ. مَّن فِي الْقُبُورِ = ކަށްވަޅުތަކުގައިވާ މީސްތަކުންނަށް.,(21)،(22) އަދި ފިނިކަންދޭ ހިޔާގަނޑާއި ހޫނުކަން އެއްވަރުނުވާނެއެވެ. (އެބަހީ ثواب އާއި عقوبة ނުވަތަ ސުވަރުގެއާއި ނަރަކަ ހަމަހަމަނުވާނެއެވެ.) އަދި ދިރިތިބި މީހުންނާއި މަރުވެފައިވާމީހުން އެއްވަރު ނުވާނެއެވެ. (އެބަހީ: ކާފަރުންނާއި މުއުމިނުން ނުވަތަ عالم ންނާއި جَاهل ން އެއްވަރު ނުވާނެއެވެ.) ހަމަކަށަވަރުން ﷲ ތަޢާލާ އެކަލާނގެ އެދިވޮޑިގެންނެވި އަޅަކަށް އިއްވަވައެވެ. (އަދި ކިޔަމަންތެރި ވުމަށް تَوْفِيْق ދެއްވައެވެ.) އަދި އެކަމަކު قَبْر ތަކުގައިވާ މީސްތަކުންނަށް އިއްވެވޭނޭ ބޭކަލަކު ކަމުގައި ކަލޭގެފާނު ނުވެއެވެ. (ޔަޢުނީ، ހިތްތަށް ކާފަރުކަމުގެ ސަބަބުން މަރުވެފައިވާ މީސްތަކުންނަށް އެއިން ފައިދާކުރާފަދަ އިއްވުމަކުން އިއްވޭނެ ބޭކަލަކުކަމުގައި ކަލޭގެފާނު ނުވެއެވެ.)
إِنْ أَنتَ إِلَّا نَذِيرٌ = (އޭ رسول الله އެވެ!) ކަލޭގެފާނަކީ ކަޑައެޅިގެން نَذِيْرُ އަކު ކަމުގައި މެނުވީ ނުވެއެވެ.,(23) (އޭ رسول الله އެވެ!) ކަނޑައެޅިގެން رسول ކަން އިއްވަވާ އަދި تَبْلِيْغ ކުރައްވާ ބޭކަލަކު ކަމުގައި މެނުވީކަޅޭގެފާނު ނުވެއެވެ. (هِدَايَة ދެއްކެވުމާއި އަދި މަގު ފުރެއްދުމަކީ ހަމައެކަނި ﷲ އަށް ޚާއްސަވެގެންވާ ކަމެކެވެ.)
إِنَّا أَرْسَلْنَاكَ بِالْحَقِّ = ހަމަކަށަވަރުން ތިމަންރަސްކަލާނގެ ކަލޭގެފާނު ރަސޫލުކަމާއިގެން ފޮނުއްވީ حق ގޮތުގައެވެ. بَشِيرًا وَنَذِيرًا = ކިޔަމަންތެރިކަމުގެ އަހުލުވެރިންނަށް އުފާވެރިކަމުގެ خبر ދެއްވާ ބޭކަލަކު ކަމުގައްޔާއި އަދި ނުކިޔަމަންތެރިންނަށް ބިރުވެރިކަމުގެ خبر ދެއްވާ ބޭކެލަކުކަމުގައެވެ. وَإِن مِّنْ أُمَّةٍ = އަދި އެއްވެސް އުއްމަތެއް ނުވެއެވެ. إِلَّا خَلَا فِيهَا نَذِيرٌ = އެއުއްމަތަކަށް ރަސޫލުބޭކަލަކު ވަޑައިގެންފައިވާމެނުވީ.,(24) ހަމަކަށަވަރުން ތިމަންރަސްކަލާނގެ ކަލޭގެފާނު رسول ކަމާއިގެން ފޮނުއްވީ ޙައްޤު ގޮތުގައެވެ. އެއީ ކިޔަމަންތެރިކަމުގެ أَهْل ވެރިންނަށް އުފާވެރި ކަމުގެ ޚަބަރުދެއްވުމަށާއި އަދި ނުކިޔަމަންތެރި ކަމުގެ أَهْل ވެރިންނަށް އިންޒާރު ކުރެއްވުމަށެވެ. ބިރުވެރިކަމުގެ ޚަބަރު ދެއްވުމަށެވެ. އަދި އެއްވެސް އުންމަތެއް އެ އުންމަތަކަށް نَذِيْر އަކު ނުވާ - އެބަހީ رسول ބޭކަލަކުނުވަތަ نَبِيُّ އަކުނުވާ - އުންމަތެއް ވޭތިވެގެން ގޮސްފައި ނުވާނެއެވެ. އެބަހީ އިސްވެދިޔަ ކޮންމެ އުންމަތަކަށްވެސް نَذِيْر އަކު ފޮނުއްވީމެވެ.
وَإِن يُكَذِّبُوكَ = އަދި އެމީހުން ކަލޭގެފާނު ދޮގުކުރިނަމަވެސް (އެއީ އައުކަމެއް ނޫނެވެ.) فَقَدْ كَذَّبَ = ފަހެ ހަމަކަށަވަރުން ދޮގުކުރިއެވެ. الَّذِينَ مِن قَبْلِهِمْ = އެމީހުންގެ ކުރީގެ މީހުން (އެބަހީ މައްކާގެ މީހުންގެ ކުރީގެ މީހުން). جَاءَتْهُمْ رُسُلُهُم = އެމީހުންގެ ގާތަށް އެމީހުންގެ رَسُوْل ން ވަޑައިގެންނެވިއެވެ. بِالْبَيِّنَاتِ = ބަޔާންވެގެންވާ ދަލީލުތަކާއިގެން. وَبِالزُّبُرِ = ލިޔެވިގެންވާ ފޮތްތަކާއިގެން (إبْرَاهِيم ގެ ފާނުންގެ صُحْفُ ފަދަ). وَبِالْكِتَابِ الْمُنِيرِ = އަދި އަލިކުރާ ފޮތްތަކާއި (تَوْرَات އާއި إِنْجِيل ފަދަ).,(25) (އޭ رسول الله އެވެ!) މި މައްކާގެ މުޝްރިކުން ކަލޭގެފާނު ދޮގު ކުރިނަމަވެސް އެއަކީ އައުކަމެއްނޫނެވެ. އެމީހުންގެ ކުރީގެ މީހުން (އެބަހީ މައްކާގެ މީހުންގެ ކުރީގެ މީހުންވެސް) އެމީހުންގެ ގާތަށް އެވަޑައިގެންނެވި رَسُوْل ން ދޮގުކުރިއެވެ. އެމީހުންގެ ގާތަށް އެމީހުންގެ رَسُوْل ން ވަޑައިގެންނެވީ ބަޔާންވެގެންވާ ދަލީލުތަކާއިގެންނެވެ. އަދި صحف ތަކާއި ތެދުމަގަށް އަލިކޮށްދޭނޭ ފޮތްތަކާއިގެންނެވެ. (އޭގެތެރޭގައި إبراهيم ގެފާނުންނަށް ބާވައިލެއްވި صحف ތަކާއި موسى ގެފާނަށް ބާވައިލެއްވި توراة އާއި عيسى ގެފާނަށް ބާވައިލެއްވި إنجيل ވެއެވެ.)
ثُمَّ أَخَذْتُ الَّذِينَ كَفَرُوا = ދެން ކާފަރުވީ މީސްތަކުން ތިމަން ރަސްކަލާނގެ ހިއްޕެވީމެވެ. فَكَيْفَ كَانَ نَكِيرِ = ފަހެ ތިމަންރަސްކަލާނގެ ކޯފާއާއި ޢަޒާބު އެމީހުންގެ މައްޗަށްވީ ކޮންފަދައަކުން ހެއްޔެވެ؟,(26) ދެން އެމީހުން އީމާންނުވިހިނދުން އެكافر ވީމީސްތަކުން ތިމަންރަސްކަލާނގެ ހިތްޕަވައި ހަލާކުކުރެއްވީމެވެ. އަދި ތިމަންރަސްކަލާނގެ عقوبة އާއި عذاب އެމީހުންގެ މައްޗަށް އައީ ކޮންފަދައަކުން ހެއްޔެވެ؟ (مكة ގެ أهل ވެރިންވެސް މިއިން عبرة حاصل ކުރުން ހުއްޓެވެ.)
أَلَمْ تَرَ = ކަލޭގެފާނު ދެކެވަޑައި ނުގަންނަވަމުތޯއެވެ؟ (އެގިވަޑައި ނުގަންނަވައިތޯއެވެ؟) أَنَّ اللَّهَ أَنزَلَ = ހަމަކަށަވަރުން الله تَعَالَى ވެއްސަވާކަން. مِنَ السَّمَاءِ = އުޑުން. مَاءً = ފެން. فَأَخْرَجْنَا بِهِ = ދެންފަހެ އެފެނުގެ ސަބަބުން ތިމަން ރަސްކަލާނގެ ނެރުއްވީމެވެ. ثَمَرَاتٍ = މޭވާތައް. مُّخْتَلِفًا أَلْوَانُهَا = އެތަކެތީގެ ކުލަތަފާތުވެގެންވާ. وَمِنَ الْجِبَالِ جُدَدٌ = އަދި ފަރުބަދައިގެ ތެރޭގައި މަގުމަގުވެއެވެ. / ރޮގު ރޮގު ވެއެވެ. بِيضٌ وَحُمْرٌ = ހުދު އަދި ރަތް (އެބަހީ ހުދުރޮގާއި ރަތްރޮގުވެއެވެ.) مُّخْتَلِفٌ أَلْوَانُهَا = އޭގެ ކުލަތައް ތަފާތުވެގެންވާ ރޮގުތަކާއި މަގުތައްވެއެވެ. وَغَرَابِيبُ سُودٌ = އަދި ގަދަ ކަޅުކުލައިގެ (ކަޅު ދިހުންކުލަ އަރާ) ރޮގު ރޮގު ވެއެވެ.,(27) އަދި ﷲ تعالى އުޑުން ފެން ބާވައިލައްވާކަން ކަލޭގެފާނު ދެނެވަޑައިގެންނުވޭތޯއެވެ؟ ދެން އެފެނުން ތިމަންރަސްކަލާނގެ (ގަސް ފަޅުއްވައި ގަސްގަހުން) ތަފާތު ކުލަކުލައިގެ މޭވާ ނެރުއްވަމެވެ. އަދި ފަރުބަދަތަކުގެ ހިލައިގެ ތެރޭގައިވެސް (ހަށިގަނޑުގައި ނާރުތައް ދެމިފައިވާގޮތަށް) ހުދުކުލަޔާއި ރަތްކުލައިގެ ރޮނގުތަކާއި މަގުތައްވެއެވެ. އަދި ތަފާތު ކުލަކުލަވެއެވެ. އަދި ސީދާ ކަޅު ދިހުންކުލަ އަރާ ހިލަވެސްވެއެވެ. (މިހުރީ ހައްތަހާވެސް ﷲގެ ކުޅަދުންވަނަތަކަމުގެ ދަލީލެވެ.)
وَمِنَ النَّاسِ = އަދި މީސްތަކުންގެ ތެރޭގައިވެސްވެއެވެ. وَالدَّوَابِّ وَالْأَنْعَامِ = އަދި ދާއްބަތަކާއި އަދި نَعَم ސޫފީގެތެރޭގައިވެސްވެއެވެ. مُخْتَلِفٌ أَلْوَانُهُ كَذَٰلِكَ = ހަމައެފަދައިން އޭގެ ކުލަތައް ތަފާތުވެގެންވާ ތަކެތި. إِنَّمَا يَخْشَى اللَّهَ = الله އަށް ބިރުވެތިވާކަން ކަށަވަރީ. مِنْ عِبَادِهِ = އެކަލާނގެ އަޅުތަކުން ކުރެ. الْعُلَمَاءُ = عَالِمُ ންނެވެ. (އެކަލާނގެ ދަންނަމީހުންނެވެ.) إِنَّ اللَّهَ = ހަމަކަށަވަރުން الله تَعَالَىއީ. عَزِيزٌ غَفُورٌ = ޢިއްޒަތްވަންތަ އަދި ގިނަގިނައިން ފާފަ ފުއްސަވާ ކަލާނގެއެވެ.,(28) އަދި މީސްތަކުންގެ ތެރޭގައްޔާއި އަދި ދިރޭތަކެއްޗާއި އަދި نعم ސޫފީގެ ތެރޭގައިވެސް ހަމައެފަދައިން ތަފާތުކުލައިގެ ތަކެތިވެއެވެ. (މިހުރީ ހައްތަހާވެސް ﷲގެ ކުޅަދުންވަނަތަކަމުގެ ދަލީލެވެ.) އަދި ހަމަކަށަވަރުން ﷲ އަށް ބިރުވެތިވާކަންކަށަވަރީ އެކަލާނގެ އަޅުތަކުން ކުރެން عالم ންނެވެ. (އެބަހީ އެކަލާނގެއީ ކޮންފަދަ މަތިވެރި ކުޅަދުންވަންތަ ފަރާތެއްކަން ދަންނަ عالم ންނެވެ. އީމާންނުވާ عالم ންނެއްނޫނެވެ. އީމާންނުވާ މީހުންނަށް شرعى ގޮތުން عالم ން ކިޔުން ހުއްދައެއްނޫނެވެ.) ހަމަކަށަވަރުން ﷲ އީ عزة ވަންތަ އަދި ގިނަގިނައިން ފާފަފުއްސަވާ ކަލާނގެއެވެ.
إِنَّ الَّذِينَ يَتْلُونَ كِتَابَ اللَّهِ = ހަމަކަށަވަރުން ﷲގެ ފޮތް އެބަހީ ކީރިތި قرآن ކިޔަވާމީސްތަކުން. وَأَقَامُوا الصَّلَاةَ = އަދި އެމީހުން ނަމާދު قائم ކޮށް. وَأَنفَقُوا مِمَّا رَزَقْنَاهُمْ = އަދި އެމީހުންނަށް ތިމަންރަސްކަލާނގެ ދެއްވި رزق ހޭދަކޮށް. سِرًّا وَعَلَانِيَةً = ސިއްރާއި ފައުޅުގައި. يَرْجُونَ تِجَارَةً = އަދި އެމީހުން ވިޔަފާރިއަކަށް އެދޭ (އެބަހީ އެމީހުންގެ ކިޔަމަންތެރިކަމުގެ ثواب އަށް ﷲ ގެ حضرة ން އެދޭ). لَّن تَبُورَ = ގެއްލުންނުވާނެ / ހަލާކު ނުވާނެ.,(29) ހަމަކަށަވަރުން ކީރިތި قُرْآن ޢާއްމު ގޮތެއްގައި ކިޔަވާމީސްތަކުން ދަންނައެވެ. އަދި އެމީހުން ނަމާދު ކޮށް އަދި އެމީހުންނަށް ތިމަންރަސްކަލާނގެ ދެއްވި ރިޒުޤުން ސިއްރާއި ފައުޅުގައި ހޭދަކޮށް صَدَقَة ދީ ހަދާމީސްތަކުން އެމީހުން އެ އެދެނީ ހަލާކުވެގެންނުދާފަދަ އަދި ގެއްލުން ނުވާފަދަ ވިޔަފާރިއަކަށެވެ. އެއީ އެމީހުންގެ ކިޔަމަންތެރިކަމުގެ ثَوَابُ އެވެ.
لِيُوَفِّيَهُمْ أُجُورَهُمْ = އެމީހުންގެ ދަރުމަ އެމީހުންނަށް އެކަލާނގެ ބަރާބަރު ކޮށްދެއްވާނެއެވެ. وَيَزِيدَهُم = އަދި އެކަލާނގެ އެމީހުންނަށް އިތުރުކޮށްދެއްވައި. مِّن فَضْلِهِ = އެކަލާނގެ އޯގާވަންތަކަމުން. إِنَّهُ غَفُورٌ شَكُورٌ = ހަމަކަށަވަރުން އެކަލާނގެއީ ގިނަގިނައިން ފާފަފުއްސަވާ އަދި އަޅުތަކުންގެ صالح عمل ތަކަށް ގިނަގިނައިން شكر ވެރިވެ ވޮޑިގަންނަވާ ކަލާނގެއެވެ.,(30) އެއީ އެމީހުންގެ އުޖޫރަ އެކަލާނގެ ބަރާބަރު ކޮށްދެއްވުމަށެވެ. އަދި އެކަލާނގެ فَضْلُ ވަންތަވެރިކަމުން އެމީހުންނަށް އެއަށްވުރެވެސް އިތުރުކޮށްދެއްވުމަށެވެ. ހަމަކަށަވަރުން އެކަލާނގެއީ ގިނަގިނައިން ފާފަ ފުއްސަވާ އަދި އަޅުތަކުންގެ صَالِحُ عَمَلُ ތަކަށް ގިނަގިނައިން ޝުކުރުވެރިވެ ވޮޑިގަންނަވާ ކަލާނގެއެވެ.
وَالَّذِي أَوْحَيْنَا إِلَيْكَ = އަދި ކަލޭގެފާނަށް ތިމަންރަސްކަލާނގެ ބާވައިލައްވާ ތަކެތި. مِنَ الْكِتَابِ = ފޮތުގެތެރެއިން (އެބަހީ ކީރިތި قرآن ން). هُوَ الْحَقُّ = އެއީ ހަމަ حق ތެދެވެ. مُصَدِّقًا لِّمَا بَيْنَ يَدَيْهِ = އެފޮތުގެ ކުރީގައިވާ ފޮތްތައް ތެދުކުރާ ޙާލު. إِنَّ اللَّهَ بِعِبَادِهِ = ހަމަކަށަވަރުން ﷲ تَعَالَى އެކަލާނގެ އަޅުތަކުންނާއި މެދުގައި. لَخَبِيرٌ بَصِيرٌ = ހަމަކަށަވަރުން އެކަލާނގެ އަޅުތަކުންގެ އެންމެހައި ޚަބަރުތަކެއް ދެނެވޮޑިގެންވާ އަދި އެއަޅުތަކުންނަށް ބައްލަވައި ވޮޑިގެންވާ ކަލާނގެ ކަމުގައި ވެއެވެ.,(31) (އޭ رَسُولُ الله އެވެ!) މިކީރިތި قُرْآن ގައި ތިމަންރަސްކަލާނގެ ކަލޭގެފާނަށް މިބާވާތްލައްވަނީ ހަމަ حَقُّ އެވެ. އެފޮތުގެ ކުރީބާވާތްލެއްވި ފޮތްތަކާއި އެފޮތާއި مُوَافِقُ ވާނެއެވެ. އެއްގޮތްވާނެއެވެ. ހަމަކަށަވަރުން الله تَعَالَى އީއެކަލާނގެ އަޅުތަކުންގެ އެންމެހައި خَبَرُ ތައް ދެނެވޮޑިގެންވާ އަދި އަޅުތަކުންނާއިމެދު ބައްލަވާ ވޮޑިގެންވާ ކަލާނގެއެވެ.
ثُمَّ أَوْرَثْنَا الْكِتَابَ = ދެން ތިމަންރަސްކަލާނގެ މިފޮތް (އެބަހީ: ކީރިތި ޤުރުއާން) ވާރުތަކުރެއްވީމެވެ. الَّذِينَ اصْطَفَيْنَا مِنْ عِبَادِنَا = ތިމަންރަސްކަލާނގެ އަޅުތަކުންކުރެ ތިމަންރަސްކަލާނގެ އިޚްތިޔާރައްވައި މާތްކުރެއްވި މީސްތަކުންނަށް. فَمِنْهُمْ = ފަހެ އެމީހުންގެ ތެރޭގައި ވިއެވެ. ظَالِمٌ لِّنَفْسِهِ = އެމީހާގެ އަމިއްލަ ނަފްސަށް އަނިޔާވެރިވާ މީހުން. وَمِنْهُم مُّقْتَصِدٌ = އަދި އެމީހުންގެ ތެރޭގައި مُقَتَصِدން ވެއެވެ. (އެބަހީ: ފަރުޟުތައް އަދާކޮށް ބޮޑު ފާފައިން ދުރުވެގަންނަ މީހުންނެވެ.) وَمِنْهُمْ = އަދި އެމީހުންގެ ތެރެއިން ވެއެވެ. سَابِقٌ بِالْخَيْرَاتِ = ހެޔޮކަންތަކުގައި އިސްވެގަތް މީހުން. بِإِذْنِ اللَّهِ = ﷲ ގެ އިޒުނަފުޅަށް. ذَٰلِكَ هُوَ = ކަނޑައެޅިގެންއެއީ. الْفَضْلُ الْكَبِيرُ = ބޮޑުވެގެންވާ فَضُل ވަންތަވެރިކަމެވެ.,(32) ދެން ތިމަންރަސްކަލާނގެ މިކީރިތި قُرْآن ވާރުތަކޮށްދިނީ ތިމަން ރަސްކަލާނގެ އަޅުތަކުން ކުރެ ތިމަންރަސްކަލާނގެإِخْتِيَارُ ކުރައްވައި މާތްކުރެއްވި އަޅުންނަށެވެ. ފަހެ އެމީހުންގެ ތެރޭގައި ތިމާގެ އަމިއްލަ ނަފުސަށް އަނިޔާވެރިވާމީހުންވެއެވެ. (އެއީ تَوْحِيْدُ ގެ އަހުލުވެރިންކުރެ ބޮޑުފާފައިގެ އަހުލުވެރިންކަމުގައި ވިއެވެ.) އަދި އެމީހުންގެތެރޭގައި مُقْتَصِدُ ންވެއެވެ. (އެބަހީ فَرْضُ ތައް އަދާކޮށް އަދި ބޮޑުފާފަތަކުން ދުރުވެގެންވާ މީހުންނެވެ.) އަދި އެމީހުންގެތެރޭގައި ﷲ ގެ އިޒުނަފުޅަށް ހެޔޮކަންތަކުގައި އިސްވެގަތްމީހުންވެއެވެ. މިއުއްމަތުގެމީހުން މިތިންބަޔަށް ތިބޭނޭކަމުގައި ވެއެވެ. ނަމަވެސް މިކަމުގައި إِخْتِلآفُ ވެފައިވެއެވެ. ކޮންމެއަކަސް މިކަމަކީ ﷲ ގެ حَضْرَةُ ންވާބޮޑުفَضْلُ ވަންތަވެރިކަމެކެވެ.
جَنَّاتُ عَدْنٍ = قَائم ވެތިބޭ ސުވަރުގެއަށް. يَدْخُلُونَهَا = އެމީހުން އެތަނަށް ވަންނަހުއްޓެވެ. يُحَلَّوْنَ فِيهَا = އެމީހުން އެތަނުގައި ގަހަނާ އަޅާހުއްޓެވެ. مِنْ أَسَاوِرَ = އުޅާގެ ތެރެއިން. مِن ذَهَبٍ وَلُؤْلُؤًا = ތަނުންނާއި ރަންމުތުން. وَلِبَاسُهُمْ فِيهَا حَرِيرٌ = އަދި އެތާގައި އެމީހުންގެ ހެދުމަކީ ފަށުވިފޭރާމެވެ.,(33) قَائِمُ ވެތިބޭ ސުވަރުގެތަކަށް އެބައިމީހުން ވައްދަވާނެއެވެ. އަދި އެތާގައި އެމީހުން ރަނާއި ރަންމުތުގެ އުޅައިތައް އަޅާނެއެވެ. ގަހަނާތައް އަޅާނެއެވެ. އަދިއެތާގައި އެމީހުންގެ ފޭރާމަކީ ފަށުވިފޭރާމެވެ.
